,team_1,team_2,team_1_rating,team_2_rating,capacity,month,derby,year,city,temprature,precipitation,attendance,occuper
1945,10,11,14,4,35345,4,False,2000,16,11,30,26041,73
1946,19,2,10,5,36284,4,True,2000,16,11,30,36074,99
1947,26,13,9,7,27111,4,False,2000,16,11,30,20043,73
1948,3,23,18,8,23489,4,False,2000,28,9,22,20946,89
1949,21,22,16,11,33597,4,False,2000,9,9,26,28387,84
1950,6,29,17,3,33746,4,False,2000,21,8,22,34294,101
1951,7,10,13,14,52305,4,False,2000,18,7,70,51107,97
1952,4,16,15,6,39414,4,True,2000,31,10,36,40260,102
1953,12,3,1,19,75643,4,False,2000,26,9,27,67637,89
1954,1,6,2,16,38419,4,False,2000,16,11,30,37879,98
1955,13,4,8,15,42749,4,False,2000,13,8,23,31272,73
1956,2,9,5,12,40834,4,False,2000,16,11,30,35136,86
1957,29,7,3,14,30311,4,False,2000,2,7,25,24028,79
1958,22,5,11,18,22000,4,False,2000,6,9,26,20224,91
1959,23,19,7,9,48707,4,False,2000,14,7,23,48029,98
1960,10,21,13,17,35345,4,False,2000,16,11,30,35319,99
1961,16,11,6,4,54074,4,False,2000,31,10,36,44116,81
1962,27,26,20,10,25136,4,False,2000,30,7,25,17511,69
1963,5,1,19,2,35150,4,False,2000,26,9,27,33444,95
1964,29,16,3,5,30311,4,False,2000,2,7,25,23504,77
1965,19,27,12,20,36284,4,False,2000,16,11,30,28306,78
1966,12,26,1,9,75643,4,False,2000,26,9,27,67505,89
1967,6,23,17,6,33746,4,False,2000,21,8,22,31284,92
1968,4,5,14,19,39414,4,False,2000,31,10,36,36561,92
1969,13,10,8,15,42749,4,False,2000,13,8,23,31432,73
1970,21,2,16,7,33597,4,False,2000,9,9,26,29320,87
1971,11,9,4,11,37792,4,False,2000,22,7,25,39267,103
1972,22,3,10,18,22000,4,False,2000,6,9,26,19545,88
1973,13,22,10,9,42749,4,False,2000,13,8,23,29043,67
1974,9,29,11,3,15200,4,False,2000,4,9,19,15244,100
1975,26,22,8,9,27111,4,False,2000,16,11,30,20043,73
1976,1,19,2,12,38419,3,True,2000,16,8,29,38121,99
1977,27,7,20,13,25136,3,False,2000,30,5,27,20160,80
1978,2,6,7,17,40834,3,False,2000,16,8,29,34933,85
1979,3,21,19,16,23489,3,False,2000,28,7,18,19654,83
1980,16,12,5,1,54074,3,False,2000,31,7,40,44806,82
1981,5,13,18,10,35150,3,False,2000,26,6,25,34247,97
1982,23,11,6,4,48707,3,False,2000,14,6,18,48285,99
1983,10,4,14,15,35345,3,False,2000,16,8,29,26044,73
1984,16,21,6,15,54074,3,False,2000,31,7,40,43362,80
1985,13,1,12,2,42749,3,False,2000,13,6,19,36111,84
1986,27,5,20,18,25136,3,False,2000,30,5,27,19117,76
1987,26,11,10,5,27111,3,False,2000,16,8,29,20043,73
1988,2,23,9,4,40834,3,False,2000,16,8,29,34981,85
1989,12,22,1,7,75643,3,False,2000,26,6,25,67516,89
1990,7,6,13,17,52305,3,False,2000,18,4,106,51751,98
1991,9,4,8,16,15200,3,False,2000,4,8,17,15251,100
1992,19,3,11,19,36284,3,False,2000,16,8,29,35606,98
1993,10,29,14,3,35345,3,False,2000,16,8,29,26046,73
1994,13,29,12,3,42749,3,False,2000,13,6,19,28213,65
1995,10,2,14,8,35345,3,True,2000,16,8,29,26016,73
1996,23,13,5,12,48707,3,False,2000,14,6,18,47196,96
1997,29,27,3,20,30311,3,False,2000,2,5,23,21820,71
1998,11,12,7,1,37792,3,False,2000,22,5,27,40055,105
1999,1,10,2,14,38419,3,True,2000,16,8,29,38071,99
2000,3,2,19,8,23489,3,False,2000,28,7,18,21609,91
2001,21,19,15,13,33597,3,False,2000,9,6,21,29410,87
2002,4,7,16,11,39414,3,False,2000,31,7,40,35779,90
2003,22,16,6,4,22000,3,False,2000,6,6,21,21924,99
2004,5,9,18,10,35150,3,False,2000,26,6,25,33990,96
2005,6,26,17,9,33746,3,False,2000,21,6,18,28177,83
2006,12,1,1,2,75643,2,False,2000,26,5,28,67535,89
2007,27,10,20,13,25136,2,False,2000,30,4,29,20469,81
2008,3,26,19,8,23489,2,False,2000,28,5,19,19480,82
2009,21,13,16,14,33597,2,False,2000,9,5,23,27289,81
2010,29,4,5,15,30311,2,False,2000,2,3,27,22220,73
2011,22,23,7,4,22000,2,False,2000,6,5,23,21086,95
2012,6,9,17,10,33746,2,False,2000,21,5,21,28725,85
2013,7,5,11,18,52305,2,False,2000,18,3,122,51981,99
2014,19,11,12,6,36284,2,False,2000,16,6,47,36070,99
2015,10,3,14,19,35345,2,False,2000,16,6,47,22586,63
2016,26,7,7,10,27111,2,False,2000,16,6,47,20043,73
2017,1,29,2,6,38419,2,False,2000,16,6,47,38011,98
2018,13,6,13,17,42749,2,False,2000,13,5,23,28912,67
2019,2,12,9,1,40834,2,False,2000,16,6,47,34960,85
2020,4,22,15,8,39414,2,False,2000,31,6,40,30409,77
2021,11,21,5,16,37792,2,False,2000,22,4,29,38789,102
2022,5,19,18,11,35150,2,False,2000,26,5,28,34399,97
2023,9,27,12,20,15200,2,False,2000,4,6,23,14651,96
2024,23,16,4,3,48707,2,False,2000,14,4,17,47533,97
2025,4,11,15,6,39414,2,False,2000,31,6,40,34224,86
2026,27,13,20,12,25136,2,False,2000,30,4,29,19591,77
2027,3,1,19,2,23489,2,False,2000,28,5,19,22035,93
2028,21,23,16,4,33597,2,False,2000,9,5,23,29129,86
2029,29,11,5,6,30311,2,False,2000,2,3,27,22015,72
2030,22,2,7,8,22000,2,False,2000,6,5,23,21502,97
2031,16,10,3,14,54074,2,False,2000,31,6,40,44045,81
2032,12,4,1,15,75643,2,False,2000,26,5,28,67528,89
2033,6,5,17,18,33746,2,False,2000,21,5,21,31794,94
2034,19,26,11,10,36284,2,True,2000,16,6,47,35368,97
2035,2,7,6,7,40834,1,False,2000,16,6,52,35108,85
2036,11,3,10,19,37792,1,False,2000,22,4,39,36555,96
2037,5,16,18,4,35150,1,False,2000,26,5,32,34629,98
2038,9,22,12,8,15200,1,False,2000,4,6,35,14909,98
2039,23,12,3,1,48707,1,False,2000,14,4,20,48260,99
2040,10,19,13,11,35345,1,True,2000,16,6,52,26048,73
2041,4,6,15,16,39414,1,False,2000,31,5,58,34244,86
2042,1,27,2,20,38419,1,False,2000,16,6,52,37318,97
2043,26,21,9,17,27111,1,False,2000,16,6,52,20043,73
2044,13,11,13,10,42749,1,False,2000,13,4,34,29335,68
2045,26,10,9,12,27111,1,True,2000,16,6,52,20043,73
2046,23,27,2,20,48707,1,False,2000,14,4,20,47812,98
2047,2,29,8,5,40834,1,False,2000,16,6,52,34948,85
2048,3,4,19,15,23489,1,False,2000,28,5,27,19174,81
2049,21,5,17,18,33597,1,False,2000,9,4,32,31174,92
2050,11,7,10,6,37792,1,False,2000,22,4,39,40005,105
2051,22,1,7,3,22000,1,False,2000,6,4,32,21872,99
2052,16,6,4,16,54074,1,False,2000,31,5,58,43042,79
2053,12,13,1,13,75643,1,False,2000,26,5,32,67533,89
2054,19,9,11,14,36284,1,False,2000,16,6,52,36095,99
2055,29,22,4,6,30311,1,False,2000,2,4,31,22002,72
2056,1,2,3,9,38419,1,True,2000,16,6,52,38071,99
2057,13,16,13,5,42749,1,False,2000,13,4,34,41366,96
2058,27,12,20,1,25136,1,False,2000,30,4,39,20551,81
2059,4,19,16,10,39414,1,False,2000,31,5,58,32290,81
2060,5,11,19,12,35150,1,False,2000,26,5,32,34288,97
2061,6,21,15,17,33746,1,False,2000,21,4,29,29041,86
2062,7,3,7,18,52305,1,False,2000,18,3,190,50159,95
2063,9,26,14,8,15200,1,False,2000,4,6,35,15220,100
2064,10,23,11,2,35345,1,False,2000,16,6,52,26014,73
2065,19,7,12,8,36284,1,False,2000,16,6,52,34324,94
2066,26,1,7,2,27111,1,True,2000,16,6,52,20043,73
2067,2,13,9,11,40834,1,False,2000,16,6,52,33159,81
2068,3,5,17,19,23489,1,False,2000,28,5,27,21999,93
2069,21,4,15,16,33597,1,False,2000,9,4,32,27358,81
2070,11,6,14,18,37792,1,False,2000,22,4,39,39251,103
2071,22,27,6,20,22000,1,False,2000,6,4,32,19278,87
2072,16,9,5,13,54074,1,False,2000,31,5,58,38474,71
2073,23,29,3,4,48707,1,False,2000,14,4,20,46053,94
2074,12,10,1,10,75643,1,False,2000,26,5,32,67603,89
2075,29,19,3,13,30311,12,False,2000,2,4,31,22234,73
2076,1,23,2,4,38419,12,False,2000,16,6,65,38026,98
2077,5,26,19,10,35150,12,False,2000,26,5,37,33280,94
2078,6,3,18,17,33746,12,False,2000,21,5,28,30499,90
2079,7,12,7,1,52305,12,False,2000,18,4,230,52134,99
2080,9,21,12,16,15200,12,False,2000,4,6,31,15075,99
2081,9,19,14,11,15200,12,False,2000,4,6,31,15237,100
2082,1,22,2,4,38419,12,False,2000,16,6,65,38007,98
2083,10,26,8,13,35345,12,True,2000,16,6,65,26046,73
2084,13,12,9,1,42749,12,False,2000,13,5,27,40889,95
2085,27,23,20,3,25136,12,False,2000,30,4,43,20370,81
2086,4,3,15,18,39414,12,False,2000,31,6,72,35704,90
2087,29,2,5,10,30311,12,False,2000,2,4,31,22237,73
2088,5,21,17,16,35150,12,False,2000,26,5,37,34321,97
2089,6,16,19,6,33746,12,False,2000,21,5,28,34696,102
2090,7,11,7,12,52305,12,False,2000,18,4,230,52118,99
2091,16,1,4,2,54074,12,False,2000,31,6,72,44144,81
2092,26,4,13,14,27111,12,False,2000,16,6,65,20043,73
2093,2,27,9,20,40834,12,False,2000,16,6,65,33377,81
2094,21,7,16,8,33597,12,False,2000,9,5,29,29978,89
2095,11,13,12,7,37792,12,False,2000,22,4,43,39714,105
2096,22,10,3,10,22000,12,False,2000,6,5,29,21524,97
2097,12,29,1,5,75643,12,False,2000,26,5,37,67597,89
2098,23,5,6,17,48707,12,False,2000,14,4,22,47475,97
2099,19,6,11,19,36284,12,False,2000,16,6,65,35638,98
2100,3,9,18,15,23489,12,False,2000,28,5,21,18090,77
2101,19,1,11,2,36284,12,True,2000,16,6,65,36062,99
2102,12,16,1,5,75643,12,False,2000,26,5,37,67533,89
2103,13,5,9,16,42749,12,False,2000,13,5,27,29281,68
2104,21,3,17,18,33597,12,False,2000,9,5,29,27869,82
2105,4,10,14,8,39414,12,False,2000,31,6,72,31260,79
2106,29,9,3,15,30311,12,False,2000,2,4,31,22228,73
2107,11,23,10,6,37792,12,False,2000,22,4,43,40053,105
2108,22,26,4,13,22000,12,False,2000,6,5,29,19371,88
2109,6,2,19,12,33746,12,False,2000,21,5,28,29442,87
2110,7,27,7,20,52305,12,False,2000,18,4,230,50470,96
2111,16,29,6,3,54074,12,False,2000,31,6,72,43509,80
2112,3,22,17,4,23489,12,False,2000,28,5,21,17283,73
2113,1,7,2,10,38419,12,False,2000,16,6,65,38052,99
2114,27,19,19,9,25136,12,False,2000,30,4,43,17225,68
2115,26,12,13,1,27111,12,False,2000,16,6,65,20043,73
2116,2,21,11,18,40834,12,False,2000,16,6,65,34317,84
2117,5,4,16,14,35150,12,False,2000,26,5,37,34516,98
2118,9,11,15,12,15200,12,False,2000,4,6,31,15225,100
2119,23,6,5,20,48707,12,False,2000,14,4,22,47742,98
2120,10,13,7,8,35345,12,False,2000,16,6,65,25888,73
2121,23,4,6,13,48707,12,False,2000,14,4,22,46372,95
2122,2,5,14,16,40834,12,False,2000,16,6,65,34971,85
2123,1,9,2,15,38419,12,False,2000,16,6,65,38036,99
2124,13,7,8,9,42749,12,False,2000,13,5,27,34225,80
2125,27,3,20,18,25136,12,False,2000,30,4,43,15523,61
2126,29,21,5,17,30311,12,False,2000,2,4,31,22003,72
2127,22,11,3,11,22000,12,False,2000,6,5,29,21486,97
2128,16,26,4,12,54074,12,False,2000,31,6,72,43515,80
2129,12,19,1,10,75643,12,False,2000,26,5,37,67583,89
2130,10,6,7,19,35345,12,False,2000,16,6,65,25459,72
2131,7,16,7,5,52305,11,False,2000,18,6,202,51949,99
2132,11,1,10,2,37792,11,False,2000,22,6,43,38084,100
2133,26,23,12,9,27111,11,False,2000,16,9,72,20043,73
2134,3,13,17,6,23489,11,False,2000,28,7,25,21464,91
2135,21,12,19,1,33597,11,False,2000,9,7,29,32910,97
2136,4,2,13,14,39414,11,False,2000,31,8,67,33515,85
2137,5,29,16,3,35150,11,False,2000,26,7,35,33741,95
2138,6,27,18,20,33746,11,False,2000,21,7,29,28526,84
2139,9,10,15,11,15200,11,False,2000,4,8,28,15232,100
2140,19,22,8,4,36284,11,False,2000,16,9,72,35636,98
2141,3,29,17,5,23489,11,False,2000,28,7,25,19324,82
2142,19,16,9,4,36284,11,False,2000,16,9,72,36036,99
2143,5,12,16,1,35150,11,True,2000,26,7,35,34429,97
2144,26,2,7,14,27111,11,True,2000,16,9,72,20043,73
2145,21,27,19,20,33597,11,False,2000,9,7,29,31614,94
2146,4,1,13,2,39414,11,False,2000,31,8,67,33106,83
2147,11,10,11,12,37792,11,False,2000,22,6,43,40005,105
2148,6,22,18,3,33746,11,False,2000,21,7,29,27965,82
2149,7,23,8,10,52305,11,False,2000,18,6,202,52030,99
2150,9,13,15,6,15200,11,False,2000,4,8,28,14979,98
2151,16,3,3,17,54074,11,False,2000,31,8,67,43701,80
2152,2,11,10,8,40834,11,False,2000,16,9,72,35121,86
2153,1,21,2,19,38419,11,False,2000,16,9,72,37679,98
2154,13,19,5,11,42749,11,False,2000,13,7,31,33608,78
2155,27,4,20,14,25136,11,False,2000,30,6,43,17276,68
2156,29,26,6,9,30311,11,False,2000,2,6,34,22263,73
2157,22,7,4,7,22000,11,False,2000,6,7,29,21406,97
2158,12,6,1,18,75643,11,False,2000,26,7,35,67576,89
2159,23,9,12,15,48707,11,False,2000,14,6,26,45064,92
2160,10,5,13,16,35345,11,False,2000,16,9,72,26022,73
2161,21,10,20,15,33597,11,False,2000,9,7,29,24621,73
2162,4,13,16,5,39414,11,False,2000,31,8,67,27670,70
2163,11,16,8,4,37792,11,False,2000,22,6,43,40055,105
2164,26,27,9,19,27111,11,False,2000,16,9,72,19633,72
2165,3,12,17,1,23489,11,False,2000,28,7,25,21079,89
2166,5,22,13,3,35150,11,False,2000,26,7,35,34279,97
2167,6,1,18,2,33746,11,False,2000,21,7,29,29541,87
2168,7,29,6,7,52305,11,False,2000,18,6,202,50922,97
2169,9,2,14,11,15200,11,False,2000,4,8,28,15236,100
2170,19,23,10,12,36284,11,False,2000,16,9,72,36016,99
2171,16,4,3,14,54074,10,True,2000,31,12,58,44718,82
2172,27,11,19,10,25136,10,False,2000,30,9,40,17364,69
2173,1,5,2,13,38419,10,False,2000,16,13,61,38049,99
2174,13,26,7,11,42749,10,False,2000,13,11,31,27461,64
2175,2,19,6,12,40834,10,True,2000,16,13,61,34966,85
2176,29,6,5,17,30311,10,False,2000,2,9,38,21771,71
2177,22,21,4,20,22000,10,False,2000,6,11,36,20525,93
2178,12,9,1,18,75643,10,False,2000,26,11,46,67581,89
2179,23,3,9,16,48707,10,False,2000,14,10,33,44526,91
2180,10,7,15,8,35345,10,False,2000,16,13,61,26044,73
2181,9,5,17,10,15200,10,False,2000,4,12,29,15056,99
2182,13,23,12,13,42749,10,False,2000,13,11,31,27215,63
2183,12,11,1,9,75643,10,False,2000,26,11,46,67525,89
2184,27,29,19,6,25136,10,False,2000,30,9,40,17045,67
2185,26,6,7,16,27111,10,False,2000,16,13,61,20043,73
2186,2,3,11,15,40834,10,False,2000,16,13,61,34646,84
2187,16,22,3,5,54074,10,False,2000,31,12,58,44395,82
2188,7,4,4,14,52305,10,False,2000,18,9,161,51625,98
2189,19,21,8,20,36284,10,False,2000,16,13,61,34483,95
2190,10,1,18,2,35345,10,True,2000,16,13,61,26034,73
2191,6,7,14,3,33746,10,False,2000,21,10,32,31436,93
2192,21,16,20,5,33597,10,False,2000,9,11,36,30532,90
2193,1,13,2,7,38419,10,False,2000,16,13,61,38042,99
2194,3,19,13,11,23489,10,False,2000,28,11,26,21435,91
2195,4,9,17,16,39414,10,False,2000,31,12,58,29491,74
2196,29,10,8,18,30311,10,False,2000,2,9,38,22243,73
2197,11,26,6,9,37792,10,False,2000,22,9,40,38837,102
2198,22,12,4,1,22000,10,False,2000,6,11,36,22132,100
2199,5,27,12,19,35150,10,False,2000,26,11,46,34229,97
2200,23,2,10,15,48707,10,False,2000,14,10,33,45078,92
2201,23,22,14,1,48707,10,False,2000,14,10,33,45338,93
2202,1,12,3,2,38419,10,False,2000,16,13,61,38146,99
2203,2,16,12,7,40834,10,False,2000,16,13,61,34966,85
2204,13,21,5,20,42749,9,False,2000,13,14,17,26534,62
2205,26,3,6,17,27111,9,False,2000,16,16,41,20043,73
2206,4,29,15,9,39414,9,False,2000,31,15,49,32597,82
2207,11,19,8,10,37792,9,False,2000,22,12,21,37562,99
2208,5,7,16,4,35150,9,False,2000,26,14,26,34497,98
2209,9,6,13,11,15200,9,False,2000,4,15,15,14903,98
2210,10,27,18,19,35345,9,False,2000,16,16,41,25407,71
2211,22,4,2,11,22000,9,False,2000,6,14,21,18084,82
2212,27,9,20,8,25136,9,False,2000,30,12,21,16163,64
2213,3,10,17,18,23489,9,False,2000,28,14,16,21020,89
2214,21,11,19,10,33597,9,False,2000,9,14,21,26248,78
2215,29,1,12,3,30311,9,False,2000,2,13,27,22030,72
2216,16,23,4,14,54074,9,False,2000,31,15,49,44713,82
2217,6,13,15,9,33746,9,False,2000,21,14,18,27556,81
2218,7,26,7,5,52305,9,False,2000,18,12,101,50866,97
2219,19,5,6,13,36284,9,False,2000,16,16,41,36069,99
2220,12,2,1,16,75643,9,False,2000,26,14,26,67568,89
2221,2,22,17,2,40834,9,False,2000,16,16,41,33697,82
2222,10,16,20,4,35345,9,False,2000,16,16,41,25998,73
2223,5,6,12,15,35150,9,False,2000,26,14,26,32053,91
2224,1,3,3,13,38419,9,False,2000,16,16,41,37794,98
2225,13,27,7,18,42749,9,False,2000,13,14,17,27849,65
2226,26,19,8,5,27111,9,True,2000,16,16,41,20043,73
2227,4,12,10,1,39414,9,False,2000,31,15,49,38541,97
2228,11,29,9,11,37792,9,False,2000,22,12,21,35552,94
2229,9,7,16,6,15200,9,False,2000,4,15,15,15221,100
2230,23,21,14,19,48707,9,False,2000,14,13,19,45343,93
2231,19,10,5,20,36284,9,True,2000,16,16,41,33282,91
2232,21,26,16,13,33597,9,False,2000,9,14,21,22310,66
2233,27,1,15,6,25136,9,False,2000,30,12,21,17160,68
2234,3,11,9,7,23489,9,False,2000,28,14,16,20377,86
2235,29,13,17,14,30311,9,False,2000,2,13,27,20665,68
2236,22,9,2,19,22000,9,False,2000,6,14,21,18366,83
2237,16,5,4,11,54074,9,False,2000,31,15,49,44692,82
2238,12,23,1,18,75643,9,False,2000,26,14,26,67503,89
2239,6,4,12,8,33746,9,False,2000,21,14,18,30885,91
2240,7,2,3,10,52305,9,False,2000,18,12,101,51687,98
2241,3,7,9,1,23489,9,False,2000,28,14,16,22109,94
2242,21,6,17,10,33597,9,False,2000,9,14,21,24290,72
2243,22,29,3,14,22000,9,False,2000,6,14,21,19598,89
2244,26,9,13,18,27111,9,False,2000,16,16,41,20043,73
2245,2,1,11,4,40834,9,True,2000,16,16,41,34923,85
2246,16,13,5,19,54074,9,False,2000,31,15,49,43360,80
2247,11,5,7,8,37792,9,False,2000,22,12,21,40055,105
2248,23,10,15,20,48707,9,False,2000,14,13,19,46605,95
2249,19,4,6,12,36284,9,False,2000,16,16,41,35316,97
2250,12,27,2,16,75643,9,False,2000,26,14,26,66447,87
2251,13,2,17,10,42749,8,False,2000,13,16,27,27057,63
2252,1,26,1,14,38419,8,True,2000,16,18,57,38025,98
2253,27,22,9,6,25136,8,False,2000,30,15,31,16766,66
2254,4,21,7,18,39414,8,False,2000,31,16,66,34840,88
2255,29,23,13,15,30311,8,False,2000,2,16,36,21830,72
2256,5,3,16,4,35150,8,False,2000,26,16,31,34140,97
2257,6,11,8,2,33746,8,False,2000,21,16,24,31626,93
2258,7,19,3,11,52305,8,False,2000,18,13,104,51573,98
2259,9,16,19,12,15200,8,False,2000,4,17,10,15202,100
2260,10,12,20,5,35345,8,False,2000,16,18,57,25988,73
2261,5,23,15,13,35150,8,False,2000,26,16,31,34410,97
2262,7,21,12,17,52305,8,False,2000,18,13,104,51327,98
2263,9,3,18,11,15200,8,False,2000,4,17,10,14801,97
2264,10,22,20,4,35345,8,False,2000,16,18,57,25195,71
2265,4,26,7,6,39414,8,False,2000,31,16,66,36300,92
2266,27,2,9,10,25136,8,False,2000,30,15,31,17872,71
2267,29,12,19,3,30311,8,False,2000,2,16,36,22007,72
2268,6,19,1,2,33746,8,False,2000,21,16,24,31254,92
2269,1,16,8,14,38419,8,False,2000,16,18,57,38014,98
2270,12,7,3,12,75643,8,False,2000,26,16,31,67477,89
2271,26,5,6,15,27111,8,False,2000,16,18,57,20043,73
2272,2,10,10,20,40834,8,True,2000,16,18,57,34914,85
2273,3,6,11,1,23489,8,False,2000,28,17,23,20624,87
2274,21,9,17,18,33597,8,False,2000,9,16,24,27223,81
2275,11,4,5,7,37792,8,False,2000,22,15,31,40010,105
2276,22,13,4,16,22000,8,False,2000,6,16,24,21455,97
2277,16,27,14,9,54074,8,False,2000,31,16,66,44183,81
2278,23,1,13,8,48707,8,False,2000,14,15,31,47121,96
2279,19,29,2,19,36284,8,False,2000,16,18,57,36148,99
2280,1,4,1,15,38419,5,False,2001,16,14,52,38254,99
2281,14,30,10,13,31367,5,False,2001,12,12,32,30487,97
2282,2,13,6,8,40834,5,False,2001,16,14,52,40709,99
2283,11,6,5,12,37792,5,False,2001,22,10,26,40218,106
2284,22,19,20,9,22000,5,False,2001,6,12,24,21716,98
2285,16,29,2,18,54074,5,False,2001,31,12,53,44088,81
2286,12,26,3,14,75643,5,False,2001,26,12,21,67571,89
2287,9,7,11,4,32384,5,False,2001,4,13,16,31973,98
2288,23,21,17,19,48707,5,False,2001,14,10,23,47989,98
2289,10,15,7,16,35345,5,False,2001,16,14,52,35546,100
2290,16,14,2,12,54074,5,False,2001,31,12,53,40663,75
2291,12,1,3,1,75643,5,False,2001,26,12,21,67580,89
2292,15,1,16,1,28723,4,False,2001,25,9,27,27351,95
2293,4,14,13,12,39414,4,False,2001,31,10,36,34976,88
2294,19,16,7,2,36284,4,False,2001,16,11,30,36017,99
2295,13,9,9,15,42749,4,False,2001,13,8,23,35255,82
2296,26,23,14,17,27111,4,False,2001,16,11,30,26614,98
2297,21,11,19,6,33597,4,False,2001,9,9,26,30705,91
2298,30,22,11,20,25700,4,False,2001,16,11,30,21106,82
2299,6,2,10,5,33746,4,False,2001,21,8,22,28686,85
2300,7,10,4,8,52305,4,False,2001,18,7,70,52127,99
2301,29,12,18,3,30311,4,False,2001,2,7,25,28433,93
2302,29,6,18,9,30311,4,False,2001,2,7,25,25979,85
2303,1,10,1,7,38419,4,True,2001,16,11,30,38038,99
2304,30,15,11,16,25700,4,False,2001,16,11,30,18107,70
2305,14,7,15,4,31367,4,False,2001,12,9,26,26712,85
2306,1,29,1,18,38419,4,False,2001,16,11,30,38058,99
2307,2,12,5,3,40834,4,False,2001,16,11,30,41725,102
2308,15,19,15,8,28723,4,False,2001,25,9,27,25817,89
2309,11,30,6,14,37792,4,False,2001,22,7,25,39811,105
2310,22,13,20,10,22000,4,False,2001,6,9,26,18125,82
2311,16,21,2,19,54074,4,False,2001,31,10,36,43510,80
2312,6,14,9,16,33746,4,False,2001,21,8,22,26932,79
2313,7,26,4,13,52305,4,False,2001,18,7,70,51360,98
2314,10,23,7,17,35345,4,False,2001,16,11,30,33319,94
2315,9,4,12,11,32384,4,False,2001,4,9,19,31785,98
2316,13,11,10,6,42749,4,False,2001,13,8,23,40039,93
2317,26,9,12,11,27111,4,False,2001,16,11,30,26557,97
2318,21,7,19,4,33597,4,False,2001,9,9,26,31031,92
2319,23,16,15,2,48707,4,False,2001,14,7,23,48335,99
2320,4,22,13,20,39414,4,False,2001,31,10,36,35580,90
2321,19,10,8,7,36284,4,True,2001,16,11,30,36083,99
2322,14,2,17,4,31367,4,False,2001,12,9,26,25441,81
2323,7,30,5,16,52305,4,False,2001,18,7,70,50017,95
2324,11,23,6,15,37792,4,False,2001,22,7,25,39195,103
2325,22,12,20,2,22000,4,False,2001,6,9,26,21447,97
2326,1,19,1,8,38419,4,True,2001,16,11,30,38186,99
2327,15,29,14,18,28723,4,False,2001,25,9,27,25817,89
2328,2,4,4,13,40834,4,False,2001,16,11,30,40545,99
2329,6,13,9,10,33746,4,False,2001,21,8,22,26003,77
2330,9,21,11,19,32384,4,False,2001,4,9,19,29263,90
2331,10,26,7,12,35345,4,True,2001,16,11,30,32389,91
2332,13,7,8,4,42749,4,False,2001,13,8,23,36597,85
2333,26,1,11,1,27111,4,True,2001,16,11,30,26339,97
2334,21,6,19,10,33597,4,False,2001,9,9,26,30822,91
2335,4,15,12,16,39414,4,False,2001,31,10,36,39784,100
2336,30,10,15,9,25700,4,True,2001,16,11,30,19416,75
2337,29,2,18,5,30311,4,False,2001,2,7,25,28053,92
2338,23,22,14,20,48707,4,False,2001,14,7,23,44950,92
2339,19,11,7,6,36284,4,False,2001,16,11,30,35167,96
2340,14,9,17,13,31367,4,False,2001,12,9,26,28851,91
2341,11,12,6,2,37792,3,False,2001,22,5,27,40058,105
2342,1,23,3,16,38419,3,False,2001,16,8,29,38047,99
2343,15,13,15,7,28723,3,False,2001,25,6,25,24600,85
2344,2,21,5,19,40834,3,False,2001,16,8,29,37849,92
2345,22,14,20,17,22000,3,False,2001,6,6,21,16236,73
2346,16,26,1,9,54074,3,False,2001,31,7,40,44094,81
2347,9,30,12,13,32384,3,False,2001,4,8,17,31616,97
2348,10,29,10,18,35345,3,False,2001,16,8,29,33871,95
2349,6,19,11,8,33746,3,False,2001,21,6,18,31258,92
2350,7,4,4,14,52305,3,False,2001,18,4,106,51921,99
2351,16,2,1,6,54074,3,False,2001,31,7,40,44203,81
2352,30,19,14,9,25700,3,True,2001,16,8,29,15885,61
2353,26,15,8,16,27111,3,False,2001,16,8,29,26358,97
2354,21,4,19,13,33597,3,False,2001,9,6,21,33297,99
2355,29,13,18,7,30311,3,False,2001,2,5,23,25247,83
2356,22,11,20,5,22000,3,False,2001,6,6,21,18976,86
2357,12,6,2,10,75643,3,False,2001,26,6,25,67683,89
2358,23,9,15,11,48707,3,False,2001,14,6,18,46120,94
2359,19,26,9,7,36284,3,True,2001,16,8,29,29602,81
2360,11,14,6,16,37792,3,False,2001,22,5,27,39857,105
2361,13,1,8,2,42749,3,False,2001,13,6,19,41520,97
2362,6,16,13,3,33746,3,False,2001,21,6,18,31253,92
2363,15,21,18,19,28723,3,False,2001,25,6,25,25893,90
2364,2,23,5,14,40834,3,False,2001,16,8,29,40218,98
2365,4,30,15,12,39414,3,False,2001,31,7,40,34639,87
2366,7,29,4,17,52305,3,False,2001,18,4,106,51115,97
2367,9,22,11,20,32384,3,False,2001,4,8,17,30012,92
2368,10,12,10,1,35345,3,False,2001,16,8,29,35281,99
2369,14,29,15,17,31367,3,False,2001,12,7,25,23305,74
2370,2,19,5,9,40834,3,True,2001,16,8,29,39652,97
2371,22,26,20,8,22000,3,False,2001,6,6,21,18562,84
2372,2,30,5,11,40834,3,True,2001,16,8,29,39744,97
2373,11,29,6,17,37792,3,False,2001,22,5,27,39414,104
2374,9,6,12,13,32384,3,False,2001,4,8,17,28931,89
2375,10,4,10,16,35345,3,False,2001,16,8,29,29883,84
2376,16,7,3,4,54074,3,False,2001,31,7,40,44204,81
2377,12,19,1,9,75643,3,False,2001,26,6,25,67059,88
2378,1,21,2,19,38419,3,False,2001,16,8,29,37878,98
2379,14,13,15,7,31367,3,False,2001,12,7,25,21988,70
